date,mkt_rf,smb,hml,rmw,cma,rf
02/01/2016,-0.07,0.95,-0.48,3.23,2.1,0.02
03/01/2016,6.96,1.1,1.12,0.93,-0.06,0.02
04/01/2016,0.92,1.17,3.26,-2.87,1.96,0.01
05/01/2016,1.78,-0.69,-1.81,-1.02,-2.6,0.01
06/01/2016,-0.05,0.48,-1.49,1.19,1.92,0.02
07/01/2016,3.95,2.69,-1.13,1.46,-1.27,0.02
08/01/2016,0.5,1.67,3.31,-1.54,-0.36,0.02
09/01/2016,0.25,1.71,-1.48,-2.4,-0.03,0.02
10/01/2016,-2.02,-4,4.18,1.14,0.2,0.02
11/01/2016,4.86,6.93,8.27,0.08,3.67,0.01
12/01/2016,1.82,0.37,3.6,1.06,-0.26,0.03
01/01/2017,1.94,-1.31,-2.78,-0.16,-0.99,0.04
02/01/2017,3.57,-2.12,-1.8,0.84,-1.75,0.04
03/01/2017,0.17,0.73,-3.18,0.53,-1,0.03
04/01/2017,1.09,0.48,-1.9,1.83,-1.55,0.05
05/01/2017,1.06,-3.1,-3.78,1.16,-1.84,0.06
06/01/2017,0.78,2.49,1.32,-2.04,-0.06,0.06
07/01/2017,1.87,-1.57,-0.28,-0.69,-0.15,0.07
08/01/2017,0.16,-1.88,-2.24,0.3,-2.44,0.09
09/01/2017,2.51,4.84,3.03,-1.26,1.64,0.09
10/01/2017,2.25,-1.95,-0.06,0.93,-3.34,0.09
11/01/2017,3.12,-0.39,-0.05,3.23,0,0.08
12/01/2017,1.06,-1.01,0.14,0.73,1.65,0.09
01/01/2018,5.58,-3.16,-1.37,-0.58,-0.89,0.11
02/01/2018,-3.65,0.36,-1.19,0.53,-2.25,0.11
03/01/2018,-2.35,3.52,-0.11,-0.45,0,0.12
04/01/2018,0.29,0.98,0.53,-2.17,1.2,0.14
05/01/2018,2.65,4.74,-3.16,-1.82,-1.39,0.14
06/01/2018,0.48,0.83,-2.39,0.73,0.33,0.14
07/01/2018,3.19,-1.9,0.39,1.69,0.54,0.16
08/01/2018,3.44,0.74,-4.12,-0.34,-2.6,0.16
