Date,Open,High,Low,Close,Volume
2011-01-31,82.31863,83.31067,81.76896,82.99677,2932346
2011-02-28,82.58485,82.79147,81.0087,82.78352,2892248
2011-03-31,82.26941,84.02831,81.72801,81.97703,2665516
2011-04-29,81.47807,83.46195,81.29843,83.46195,2188559
2011-05-31,83.06286,84.67304,82.86681,84.66258,2518123
2011-06-30,84.60185,85.47858,83.67693,83.9518,4746502
2011-07-29,83.69669,85.94079,83.42007,85.84209,3263455
2011-08-31,85.60114,88.77265,85.517,87.68916,3782737
2011-09-30,87.67005,88.93092,87.10737,87.63521,3466606
2011-10-31,87.65149,88.00925,85.96695,87.69524,5530577
2011-11-30,87.65239,88.18488,86.76448,86.89408,3371892
2011-12-30,86.59053,88.29087,86.16291,86.96979,5277813
2012-01-31,86.62308,88.3566,86.54744,88.28979,5967387
2012-02-29,88.03781,88.29302,87.25336,88.05416,5983690
2012-03-30,87.47233,88.01774,85.90128,86.96202,4601912
2012-04-30,86.54535,88.01122,86.09287,87.89779,7298454
2012-05-31,87.91991,89.10348,87.61034,88.97418,5137189
2012-06-29,89.0518,89.24276,81.0529,88.81125,6212718
2012-07-31,88.80098,90.29497,88.75027,90.18243,4794779
2012-08-31,89.83817,90.09968,88.42697,90.04541,5405506
2012-09-28,89.90165,90.33106,88.99977,90.272,4775804
2012-10-31,90.01988,90.44211,89.55716,90.29114,4657651
2012-11-30,90.07453,90.67568,89.81008,90.63283,5316923
2012-12-31,90.23947,90.70973,88.00236,88.25739,6826724
2013-01-31,88.13765,88.27295,87.16185,87.26481,6393823
2013-02-28,87.32054,88.04792,86.83442,87.92371,4672639
2013-03-29,87.77239,88.11919,86.95725,88.03338,4972176
2013-04-30,87.33589,88.87454,87.32521,88.7202,4895667
2013-05-31,88.67106,88.76227,85.75721,86.05452,5708584
2013-06-28,85.70784,86.30692,82.21265,84.11504,8031639
2013-07-31,83.25136,84.17428,82.26362,83.66862,11557753
2013-08-30,83.22792,83.6476,81.64681,83.13858,5252294
2013-09-30,81.91355,84.16945,81.11038,84.12959,5583290
2013-10-31,83.20686,85.13788,83.0361,84.81156,4935325
2013-11-29,84.10569,84.17102,83.16888,83.93069,4939810
2013-12-31,83.35588,83.51066,81.632,81.69671,7311655
2014-01-31,81.75795,83.594,81.74639,83.5004,12053502
2014-02-28,83.32125,83.98488,83.0551,83.90884,3847468
2014-03-31,83.90022,83.9416,82.82424,83.32544,4404963
2014-04-30,82.98047,84.00058,82.75353,83.91691,6406760
2014-05-30,83.79069,85.3116,83.60086,84.91136,4795918
2014-06-30,84.60274,84.82633,83.87719,84.69286,4946842
2014-07-31,84.42237,84.89584,83.79981,84.22775,4739495
2014-08-29,84.16423,85.4995,84.05863,85.29058,5072931
2014-09-30,85.03174,85.03174,83.60896,84.25805,6057437
2014-10-31,84.2551,87.3441,84.18842,85.00672,7945666
2014-11-28,84.88759,85.54951,84.50081,85.53936,5101592
2014-12-31,85.51182,85.7796,83.96365,84.67315,8787270
2015-01-30,84.67315,87.32761,84.57243,87.28732,9574989
2015-02-27,86.92386,87.18962,84.94966,85.87423,6789772
2015-03-31,85.68213,86.43878,84.51987,86.21368,8544341
2015-04-30,86.29886,86.66315,85.3486,85.77082,6309243
