Date,Open,High,Low,Close,Volume
2011-01-31,60.85737,61.44041,60.49955,61.17061,97397
2011-02-28,60.86766,61.03343,59.92795,60.70833,93276
2011-03-31,60.6661,61.74922,60.36822,60.4983,135282
2011-04-29,60.50969,61.49971,60.3069,61.34842,95054
2011-05-31,61.4303,62.49703,61.4303,62.40507,222764
2011-06-30,62.56741,63.37458,62.14408,62.15428,281835
2011-07-29,62.27328,63.40544,61.12524,63.40544,141587
2011-08-31,63.39978,66.48163,63.39978,65.06329,359877
2011-09-30,65.17398,66.57009,64.83964,65.30677,378107
2011-10-31,65.44887,65.81991,63.98951,64.88551,441155
2011-11-30,65.36071,65.66136,64.9024,65.20135,373328
2011-12-30,65.13839,65.98708,64.99785,65.63414,183117
2012-01-31,65.36972,68.94392,65.21062,65.97576,419820
2012-02-29,65.8594,65.98024,65.19927,65.39929,313929
2012-03-30,65.19817,65.56354,64.16912,64.66075,440493
2012-04-30,64.72993,65.72085,64.52573,65.6687,294192
2012-05-31,65.71662,97.97094,65.56618,66.35717,344342
2012-06-29,66.60646,66.64652,66.05334,66.18093,262257
2012-07-31,66.22317,66.97232,66.22317,66.63107,268833
2012-08-31,66.63107,66.70434,65.75071,66.60229,377235
2012-09-28,66.53022,66.61781,65.96919,66.50214,277819
2012-10-31,66.50214,66.57523,65.84985,66.25518,340210
2012-11-30,66.30612,66.64383,65.98014,66.5358,412456
2012-12-31,66.39437,66.63855,65.28949,65.40882,240626
2013-01-31,65.27955,65.48064,64.94146,64.98978,1267209
2013-02-28,65.18955,65.48202,64.88273,65.35348,302774
2013-03-29,65.4494,65.55193,64.89926,65.39979,733842
2013-04-30,65.38878,65.92076,65.38878,65.83634,489408
2013-05-31,65.91666,65.97828,64.46133,64.62181,679450
2013-06-28,64.54047,64.89439,63.10939,63.65508,1119740
2013-07-31,63.47723,63.92956,62.91071,63.55638,685251
2013-08-30,63.48838,63.76257,62.64062,63.04653,389875
2013-09-30,62.8088,63.82107,62.30815,63.71099,476342
2013-10-31,63.69129,64.29102,63.46913,64.01869,451431
2013-11-29,63.96184,64.04055,63.54315,63.81904,256759
2013-12-31,63.77864,63.82013,62.63886,62.63886,698957
2014-01-31,62.72062,63.70931,62.69009,63.70931,295184
2014-02-28,63.52906,63.86874,63.3614,63.81975,227379
2014-03-31,63.8203,63.85945,62.83843,63.30055,240069
2014-04-30,63.19245,64.00055,62.9687,63.58673,257993
2014-05-30,63.42979,64.37029,63.39834,64.16961,263578
2014-06-30,63.98893,64.02902,63.49707,64.00085,296284
2014-07-31,63.83038,63.98834,62.03865,63.601,478066
2014-08-29,63.72106,64.54986,63.68108,64.23866,541581
2014-09-30,64.01072,64.01072,63.37073,63.74955,681671
2014-10-31,63.7992,65.66921,63.70758,64.34996,1010028
2014-11-28,64.15517,64.79347,64.01093,64.73535,666623
2014-12-31,64.75305,64.87773,63.94081,64.49352,990181
2015-01-30,64.52464,66.11839,64.40981,66.0937,1467018
2015-02-27,65.91759,66.06122,64.45452,65.00224,1199609
2015-03-31,64.68631,65.55332,64.20999,65.41845,1343704
2015-04-30,65.47329,65.70848,64.97298,65.23917,972220
2015-05-29,65.01972,65.12755,64.4859,65.09766,621811
2015-06-30,64.94875,64.99673,63.8772,64.47855,705970
2015-07-31,64.20974,64.98912,64.09369,64.95824,775959
2015-08-31,64.79781,65.74947,64.40864,64.81695,1063232
2015-09-30,64.89761,65.53157,64.6109,65.52202,1618806
2015-10-30,65.47031,65.91144,64.94116,65.02175,1476269
2015-11-30,64.84144,64.89862,64.16895,64.66775,898019
2015-12-31,64.59879,64.98905,64.11019,64.32872,1542367
2016-01-29,64.47647,65.83262,64.41843,65.7904,2734193
2016-02-29,65.68062,66.88763,65.57098,66.24143,2278051
2016-03-31,66.1608,66.32713,65.19752,66.29766,2691178
2016-04-29,66.18811,66.52145,65.67918,66.13028,2794830
2016-05-31,65.94031,66.46224,65.69983,65.91196,2278221
2016-06-30,65.90138,67.31728,65.743,67.18723,2303447
2016-07-29,67.21636,67.4531,66.58995,67.13675,2142275
2016-08-31,67.04648,67.14691,66.39783,66.57046,2176388
2016-09-30,66.33799,66.87089,66.1614,66.78103,2587804
2016-10-31,66.59376,66.6282,65.90082,66.08136,3869454
2016-11-30,65.96171,66.28066,64.14076,64.27522,3388658
2016-12-30,63.99118,64.45756,63.41726,63.91973,4088193
2017-01-31,63.8398,64.471,63.7474,64.14917,3619717
2017-02-28,63.93095,64.60085,63.85007,64.36027,2203846
2017-03-31,63.94084,64.42032,63.50175,64.31262,1733632
2017-04-28,64.12919,65.06938,64.10954,64.74047,3107638
2017-05-31,64.61015,65.20199,64.24967,65.0388,1998163
2017-06-30,64.84862,65.28185,64.64128,64.6516,1847528
2017-07-31,64.59147,64.9623,64.32982,64.82839,3621574
2017-08-31,64.68901,65.44919,64.6849,65.32781,1826476
2017-09-29,65.22754,65.53263,64.61839,64.65845,1418704
2017-10-31,64.57794,64.74102,64.17999,64.4405,2764025
2017-11-30,64.30953,64.54715,64.05962,64.12108,3579917
2017-12-29,64.06198,64.2982,63.72983,63.93914,3659093
2018-01-31,63.87992,63.89115,62.93344,63.01512,3903986
2018-02-28,62.92104,63.08926,62.40106,62.62434,3780805
2018-03-30,62.5995,63.03016,62.40199,62.97925,2284556
2018-04-30,62.83046,63.01953,62.10978,62.32121,2528431
2018-05-31,62.20192,63.0209,61.80715,62.71138,5804367
2018-06-29,62.40974,62.75829,62.11084,62.65089,7294620
2018-07-31,62.57011,62.66824,62.23931,62.35059,5678769
2018-08-31,62.12951,62.82023,62.09921,62.67986,3332831
2018-09-28,62.54978,62.61026,61.90877,62.09019,3584591
2018-10-31,61.94001,62.24984,61.52355,61.95007,6232765
2018-11-30,61.84011,62.4405,61.563,62.43046,9931433
2018-12-31,62.23029,63.47,62.23029,63.47,11900415
