Date,Open,High,Low,Close,Volume
2011-01-31,55.04848,56.41973,54.1711,55.26253,2608222
2011-02-28,55.64157,58.90248,55.64157,57.85899,2562690
2011-03-31,58.03848,59.07677,54.5691,59.05671,3069862
2011-04-29,59.40776,60.80528,57.2502,60.67489,2267043
2011-05-31,60.89889,60.98916,57.40733,59.85912,2884170
2011-06-30,59.82903,59.82903,54.76053,58.46049,3359910
2011-07-29,58.65106,60.66152,55.5997,56.56927,2173446
2011-08-31,57.39842,57.97905,45.73017,51.87745,5439224
2011-09-30,52.00784,52.44136,45.75915,46.10351,2021116
2011-10-31,45.80038,54.62011,43.01092,52.74004,2076965
2011-11-30,50.44985,53.83888,48.00141,52.43802,1326836
2011-12-30,52.25971,53.57141,49.9294,51.84242,1865237
2012-01-31,52.93035,56.51819,51.73881,55.77527,1596273
2012-02-29,56.29994,59.1592,56.26136,58.10213,3083121
2012-03-30,58.24322,60.21968,56.31207,59.34249,2832389
2012-04-30,59.28849,60.09956,56.38032,58.83006,2172577
2012-05-31,58.85981,59.76015,53.46885,54.70088,2422759
2012-06-29,53.72892,56.42,52.19935,56.42,2529570
2012-07-31,56.67125,57.71815,54.22813,56.00895,1919720
2012-08-31,56.18086,58.92924,54.49811,58.09834,1437288
2012-09-28,58.18209,61.87928,57.71815,59.56289,1247357
2012-10-31,59.84941,60.80925,58.00026,58.72978,1705908
2012-11-30,58.85981,60.02022,55.81059,59.71166,1826854
2012-12-31,60.02022,61.84953,59.11792,60.50057,3415008
2013-01-31,62.12939,65.03134,61.68044,64.61058,4053148
2013-02-28,64.9088,66.50075,63.74954,65.14303,3037116
2013-03-29,64.7342,68.39798,64.32429,68.25272,3584993
2013-04-30,68.24297,68.71127,65.09055,68.70043,5542078
2013-05-31,68.61046,72.75044,67.37139,70.62028,3738577
2013-06-28,70.7211,71.58075,67.00824,69.83001,4674891
2013-07-31,70.22135,75.42912,70.07934,74.79712,4115754
2013-08-30,75.53102,76.20746,72.56832,72.62035,4678653
2013-09-30,73.81931,77.74139,72.39053,77.12023,4861795
2013-10-31,76.99123,80.58918,74.61933,79.19076,5573439
2013-11-29,79.45093,81.55941,77.72188,81.1995,4502031
2013-12-31,81.26021,83.00002,79.32952,82.69877,5454949
2014-01-31,82.4404,84.26076,79.88997,81.13999,5121249
2014-02-28,81.04994,86.20012,78.14037,85.61049,6042645
2014-03-31,84.89971,87.1103,82.98028,84.98139,6324900
